country;iso2_code;iso3_code;school_id_giga;school_name;admin1_id_giga;admin2_id_giga;education_level;connectivity;latitude;longitude;school_data_source
Bosnia and Herzegovina;ba;bih;d12639d2-60b2-3eba-9fd8-e4771e5058bd;Osnovna škola Vladimira Nazora Odžak;BIH002;BIH002002;Primary;Yes;45.105079650878906;18.28080940246582;
Bosnia and Herzegovina;ba;bih;31c26ce6-7239-3c68-ba9b-088fc3b5366c;Osnovna škola Vladimira Nazora Odžak;BIH002;BIH002002;Primary;No;45.07912826538086;18.39373016357422;
Bosnia and Herzegovina;ba;bih;2d6fcc1f-da10-3e3e-8c81-7b30e3580c00;Osnovna škola Vladimira Nazora Odžak;BIH002;BIH002002;Primary;Yes;45.07518387;18.424448013305664;
Bosnia and Herzegovina;ba;bih;4e4566b5-5f75-33e0-b86d-577c1f716cf1;Osnovna škola Vladimira Nazora Odžak;BIH002;BIH002002;Primary;Yes;45.053131103515625;18.387990951538086;
Bosnia and Herzegovina;ba;bih;ef5de0a2-3b8b-306c-b033-d93513ba586c;Osnovna škola Vladimira Nazora Odžak;BIH002;BIH002002;Primary;Yes;45.06311035;18.272323608398438;
Bosnia and Herzegovina;ba;bih;f5f79f5d-b3c8-303a-8595-75190c3acdde;"ЈАВНА УСТАНОВА СРЕДЊОШКОЛСКИ ЦЕНТАР ""НИКОЛА ТЕСЛА"" ВУКОСАВЉЕ";BIH001;BIH001003;Secondary;Yes;45.0345459;18.246212005615234;
Bosnia and Herzegovina;ba;bih;6085ed3b-6922-3bbc-93f5-5b29a8998c2a;Osnovna škola Vladimira Nazora Odžak - Područna škola Potočani;BIH001;BIH001003;Primary;Yes;45.043487548828125;18.265155792236328;
Bosnia and Herzegovina;ba;bih;93ff82a6-042a-3353-bbba-865794bb4e77;Osnovna škola Vladimira Nazora Odžak;BIH002;BIH002002;Primary;Yes;45.039520263671875;18.35163116455078;
Bosnia and Herzegovina;ba;bih;6379bca8-66ce-3265-8a12-0d1d4690365a;Osnovna škola Vladimira Nazora Odžak;BIH002;BIH002002;Primary;Yes;45.01735305786133;18.327550888061523;
Bosnia and Herzegovina;ba;bih;d0d4a878-0cd6-3d63-902b-72d31ca7b425;Srednja škola Pere Zečevića Odžak;BIH002;BIH002002;Secondary;Yes;45.01589584350586;18.324487686157227;
Bosnia and Herzegovina;ba;bih;f0482795-6ecf-3057-af84-b7b4c14c00cb;Osnovna škola Vladimira Nazora Odžak;BIH002;BIH002002;Primary;Yes;45.05425262451172;18.30517578;
Bosnia and Herzegovina;ba;bih;d730e323-5d8c-34e3-ab32-9693c8600277;Osnovna škola Vladimira Nazora Odžak;BIH002;BIH002002;Primary;Yes;45.06255340576172;18.602394104003906;
Bosnia and Herzegovina;ba;bih;5b98b2b0-f03a-380c-acc0-e3a262b4173c;Osnovna škola Veselka Tenžere Uzdol;BIH002;BIH002002;Primary;Yes;45.073543548583984;18.589818954467773;
Bosnia and Herzegovina;ba;bih;2efab9de-616a-3aab-b330-1350d684d66d;"ЈАВНА УСТАНОВА ОСНОВНА ШКОЛА""ШАМАЦ"" ШАМАЦ";BIH001;BIH001003;Primary;Yes;45.05272293;18.46149253845215;
Bosnia and Herzegovina;ba;bih;95480a4e-33d6-388f-9560-db619860676a;"ЈАВНА УСТАНОВА ОСНОВНА ШКОЛА""ШАМАЦ"" ШАМАЦ";BIH001;BIH001003;Primary;Yes;45.03859329223633;18.470277786254883;
Bosnia and Herzegovina;ba;bih;6a65b954-ddc0-32a9-978c-0fce92473ea3;"Јавна установа основна школа ""Србија";BIH001;BIH001003;Primary;Yes;45.03306198120117;18.46149253845215;
Bosnia and Herzegovina;ba;bih;6633a91e-3026-354f-9c1a-72a3373e1fea;Osnovna škola Braće Radića Domaljevac;BIH002;BIH002002;Primary;Yes;45.064273834228516;18.577091217041016;
Bosnia and Herzegovina;ba;bih;039eac20-672e-3cef-bc7b-8bd6a6770ce6;"ЈУ Основна школа ""Свети Сава"" Модрича ПШ Дуго Поље";BIH001;BIH001003;Primary;Yes;44.94587326049805;18.167190551757812;
Bosnia and Herzegovina;ba;bih;6a621a25-0bd4-30e4-8e3c-db0c75cb51b5;"ЈУ Основна школа ""Свети Сава"" Модрича, ПШ Ботајица";BIH001;BIH001003;Primary;Yes;44.973445892333984;18.207380294799805;
Bosnia and Herzegovina;ba;bih;fb55031e-562b-3559-ae96-ddb0629e8169;"ЈУ Основна школа ""Свети Сава"" Модрича,  ПШ Бријестово";BIH001;BIH001003;Primary;Yes;44.94384002685547;18.290342330932617;
Bosnia and Herzegovina;ba;bih;139187c1-963f-35a0-b291-3caf98a262aa;"Јавна установа Основна школа ""Алекса Шантић"" Вукосавље";BIH001;BIH001003;Primary;Yes;44.954898834228516;18.30750084;
Bosnia and Herzegovina;ba;bih;1ebc2a64-05d9-3faa-a309-be656a481f30;"Јавна установа Средњошколски центар ""Јован Цвијић"" Модрича";BIH001;BIH001003;Secondary;Yes;44.95310974121094;18.30970573425293;
Bosnia and Herzegovina;ba;bih;68299d05-1fac-3c49-939d-525c38a4ac90;"Јавна установа основна школа ""Сутјеска"" Модрича";BIH001;BIH001003;Primary;Yes;44.94292068481445;18.30363655090332;
Bosnia and Herzegovina;ba;bih;0c214a77-3995-3a30-a533-3078675473d8;"ЈУ Основна школа ""Свети Сава"" Модрича, ПШ Таревци";BIH001;BIH001003;Primary;Yes;44.9528923;18.27296257019043;
Bosnia and Herzegovina;ba;bih;2ebe31d0-2f86-352c-9b8c-62a0b1c54a42;"ЈУ Основна школа ""Свети Сава"" Модрича";BIH001;BIH001003;Primary;Yes;44.956600189208984;18.298574447631836;
Bosnia and Herzegovina;ba;bih;c79ea7aa-4ac6-39ba-879a-be35b2d0e99b;"ЈУ ОШ ""Петар Петровић Његош"" Бољанић";BIH001;BIH001003;Primary;Yes;44.934757232666016;18.10759735107422;
Bosnia and Herzegovina;ba;bih;632e79b2-45b6-3fcb-b7ae-33e90b99d6d9;ЈУ ОШ Ђура Јакшић Подновље ПШ Мајевац;BIH001;BIH001003;Primary;Yes;44.936546325683594;18.10845375061035;
Bosnia and Herzegovina;ba;bih;94f55f64-406f-3502-83d6-63993a4df781;"ЈУ Основна школа ""Свети Сава"" Модрича ПШ Врањак";BIH001;BIH001003;Primary;Yes;44.90746307373047;18.208738327026367;
Bosnia and Herzegovina;ba;bih;3bbf8e84-3b3e-3ca8-a032-8c1f9a8effc3;"Јавна установа Основна школа ""Алекса Шантић"" Вукосавље";BIH001;BIH001003;Primary;Yes;45.008766174316406;18.268096923828125;
Bosnia and Herzegovina;ba;bih;8cf02e53-53db-3183-acaf-c40331be5097;"ЈУ Основна школа ""Горња Слатина";BIH001;BIH001003;Primary;Yes;44.94639969;18.45651626586914;
Bosnia and Herzegovina;ba;bih;8cc275d9-32ae-37d0-9830-3133909ee753;"ЈУ Основна школа ""Горња Слатина"" ПО Гајеви";BIH001;BIH001003;Primary;Yes;44.94144821166992;18.45739174;
Bosnia and Herzegovina;ba;bih;68b4ce6c-2fdd-329a-8577-22f9bc4cd4eb;"Јавна установа основна школа ""Сутјеска"" Модрича";BIH001;BIH001003;Primary;Yes;44.90568923950195;18.34899139404297;
Bosnia and Herzegovina;ba;bih;08e46207-83f8-361e-9433-4c16d5b010c1;"JU Gimnazija ""Mustafa Novalić""Gradačac";BIH002;BIH002003;Other;Yes;44.88373565673828;18.428417205810547;
Bosnia and Herzegovina;ba;bih;f28232bc-f857-33aa-ad21-ab5a3939760e;"Javna ustanova Osnovna škola ""Hamdija Kreševljaković"" Kamberi - Gradačac";BIH002;BIH002003;Primary;Yes;44.88130187988281;18.438100814819336;
Bosnia and Herzegovina;ba;bih;89638fe9-0217-3f44-a1cb-95656131b5aa;"Јавна установа основна школа ""Сутјеска"" Модрича";BIH001;BIH001003;Primary;Yes;44.991966247558594;18.39361572265625;
Bosnia and Herzegovina;ba;bih;a51ca04e-0f5c-3dfd-b94e-e9a5e8f313fa;"JU Srednjoškolski centar ""Nikola Tesla"" Šamac";BIH001;BIH001003;Other;Yes;45.01340103149414;18.510643005371094;
Bosnia and Herzegovina;ba;bih;57fc6a82-e0b4-32ee-be1e-8575505a9263;"Јавна установа основна школа ""Сутјеска"" Модрича МЗ5";BIH001;BIH001003;Primary;Yes;44.96125030517578;18.329090118408203;
Bosnia and Herzegovina;ba;bih;f4cae931-319a-3bfe-b018-73600f340f40;"Јавна установа основна школа ""Сутјеска"" Модрича ПО Доњи Кладари";BIH001;BIH001003;Primary;No;44.972023010253906;18.374265670776367;
Bosnia and Herzegovina;ba;bih;dad79d1d-82b8-3078-a75e-54055c8f6496;"Јавна установа Основна школа ""Алекса Шантић"" Вукосавље";BIH001;BIH001003;Primary;Yes;44.982784271240234;18.31671905517578;
Bosnia and Herzegovina;ba;bih;be00cb24-3f6f-33ad-aeaf-a2afea5fa5d1;"Јавна установа Основна школа ""Свети Сава"" Брод";BIH001;BIH001003;Primary;Yes;45.06218338012695;18.004077911376953;
Bosnia and Herzegovina;ba;bih;5fcccd60-4528-30ef-986f-00256618269a;ЈУ Основна школа „Никола Тесла“ Дервента-ПО Горњи Вишњик;BIH001;BIH001003;Primary;No;45.00500488;18.090892791748047;
Bosnia and Herzegovina;ba;bih;c79f3c26-8a3b-32db-bce6-23f319486070;"Јавна установа Основна школа ""Лијешће";HRV010;HRV010018;Primary;Yes;45.14288330078125;18.024784088134766;
Bosnia and Herzegovina;ba;bih;b1d66c10-774c-37b7-8c68-150ebedee57e;ЈУ Средњошколски центар ''Никола Тесла'' Брод;BIH001;BIH001003;Secondary;Yes;45.123992919921875;17.984994888305664;
Bosnia and Herzegovina;ba;bih;c971e702-5712-3a97-9d78-7236fb291ef9;Ju Druga osnovna škola Brčko distrikt BiH;BIH003;BIH003001;Primary;Yes;44.839054107666016;18.790321350097656;
Bosnia and Herzegovina;ba;bih;cfd95e54-a56e-3298-ab8a-8c9e49323042;Ju Druga osnovna škola Brčko distrikt BiH;BIH003;BIH003001;Primary;Yes;44.862030029296875;18.796733856201172;
Bosnia and Herzegovina;ba;bih;9fa42feb-8fce-34ef-a31d-4c63cd28ba1a;JU Petnaesta osnovna škola Šatorovići;BIH003;BIH003001;Primary;Yes;44.79209518432617;18.718931198120117;
Bosnia and Herzegovina;ba;bih;73b3d1dd-3898-3f84-b9b3-7bd01f489052;JU Sedma osnovna škola;BIH003;BIH003001;Primary;Yes;44.786651611328125;18.69742202758789;
Bosnia and Herzegovina;ba;bih;22081aad-80f4-3c68-8c9e-2bf714a65575;JU Sedma osnovna škola;BIH003;BIH003001;Primary;Yes;44.78193283081055;18.692148208618164;
Bosnia and Herzegovina;ba;bih;7a3ad2bc-d9f0-3714-a5d9-811f81d45b3a;Ju Druga osnovna škola Brčko distrikt BiH;BIH003;BIH003001;Primary;No;44.85644531;18.818645477294922;
Bosnia and Herzegovina;ba;bih;fb808d20-9522-3391-b3e9-aa1e14d30bbd;JU Prva osnovna škola Brčko - Ilićka;BIH003;BIH003001;Primary;Yes;44.8626709;18.816884994506836;
Bosnia and Herzegovina;ba;bih;3213676c-7f9c-38c2-9190-cc9ced242b1d;Peta osnovna škola;BIH003;BIH003001;Primary;Yes;44.85939025878906;18.802278518676758;
Bosnia and Herzegovina;ba;bih;d2ab7c6f-5ac2-344b-91a7-d400706e99ff;JU Prva osnovna škola Brčko - PŠ Brezik;BIH003;BIH003001;Primary;Yes;44.84642791748047;18.83614730834961;
Bosnia and Herzegovina;ba;bih;565bb146-d5a4-32d9-a37f-ce9a94a71fb7;"JU Gimnazija""Vaso Pelagić"" Brčko";BIH003;BIH003001;Other;Yes;44.87391662597656;18.806034088134766;
Bosnia and Herzegovina;ba;bih;4a031c9a-535e-34b9-bc60-422c2bba5802;JU Ekonomska škola Brčko distrikt BiH;BIH003;BIH003001;Other;Yes;44.86961364746094;18.806169509887695;
Bosnia and Herzegovina;ba;bih;d6b07111-3166-3cae-bccf-c7e717200dbe;JU Poljoprivredna i medicinska škola Brčko distrikt BiH;BIH003;BIH003001;Other;Yes;44.87080001831055;18.808900833129883;
Bosnia and Herzegovina;ba;bih;f66b5b19-bd74-364a-abfc-e5b2cacf3cf6;JU Prva osnovna škola Brčko;BIH003;BIH003001;Primary;Yes;44.87334442138672;18.81373405456543;
Bosnia and Herzegovina;ba;bih;f1d8e332-acb4-33b8-ada8-09eb6d54c5ee;JU Treća osnovna škola Brčko PŠ Grbavica;BIH003;BIH003001;Primary;Yes;44.872657775878906;18.81062889099121;
Bosnia and Herzegovina;ba;bih;54822c1e-a3d1-32e7-b612-cb1073a7af64;Ju Druga osnovna škola Brčko distrikt BiH;BIH003;BIH003001;Primary;Yes;44.868011474609375;18.809297561645508;
Bosnia and Herzegovina;ba;bih;2db7d8fe-0e6e-351f-9e53-5b5b5381478b;OSNOVNA MUZIČKA ŠKOLA BRČKO;BIH003;BIH003001;Other;Yes;44.872657775878906;18.81062889099121;
Bosnia and Herzegovina;ba;bih;e01eba09-1610-3739-a3fa-177b1c783c14;OSNOVNA MUZIČKA ŠKOLA BRČKO;BIH003;BIH003001;Other;Yes;44.872657775878906;18.81062889099121;
Bosnia and Herzegovina;ba;bih;d0d6fac0-c219-3d61-a736-dc94a4783226;Peta osnovna skola;BIH003;BIH003001;Primary;Yes;44.87080001831055;18.808900833129883;
Bosnia and Herzegovina;ba;bih;875e10fd-74cc-3171-ad67-b0370b45ad49;JU Tehnička škola Brčko distrikt BiH;BIH003;BIH003001;Other;Yes;44.87743377685547;18.808488845825195;
Bosnia and Herzegovina;ba;bih;73758368-7f49-3029-9618-9d7d830fa760;JU Treća osnovna škola Brčko;BIH003;BIH003001;Primary;Yes;44.87743377685547;18.808488845825195;
Bosnia and Herzegovina;ba;bih;d384b381-c5ef-3b9f-9944-0762e489cd93;JU Četvrta osnovna škola Brčko;BIH003;BIH003001;Primary;Yes;44.87627410888672;18.81138801574707;
Bosnia and Herzegovina;ba;bih;645f44eb-164c-3bf8-b6f0-0c01d46b1904;Peta osnovna škola;BIH003;BIH003001;Primary;Yes;44.87577819824219;18.80883217;
Bosnia and Herzegovina;ba;bih;2e3d50e8-97a7-3a2f-a939-cf6f1cbf7e65;JU DVANAESTA OSNOVNA ŠKOLA ULICE, P.O. VITANOVIĆI;BIH003;BIH003001;Primary;Yes;44.85113525390625;18.67340087890625;
Bosnia and Herzegovina;ba;bih;0ff18d00-0a91-31f5-adac-bfff99901055;Odjeljenje za obrazovanje, JU Osma osnovna škola Brka;BIH003;BIH003001;Primary;Yes;44.83100891113281;18.72052574157715;
Bosnia and Herzegovina;ba;bih;f9fabfe8-5686-3f05-9d72-a7ba7ec36967;"ЈУ ОШ ""СТЕВАН НЕМАЊА"" ДРАГАЉЕВАЦ ГОРЊИ ПО ВРШАНИ";BIH001;BIH001002;Primary;Yes;44.83119583129883;19.021757125854492;
Bosnia and Herzegovina;ba;bih;a32c020a-f096-3d66-942a-e5875359efba;"ЈУ ОШ ""СТЕВАН НЕМАЊА"" ДРАГАЉЕВАЦ ГОРЊИ ПО БУКОВИЦА ДОЊА";BIH001;BIH001002;Primary;Yes;44.817928314208984;19.011432647705078;
Bosnia and Herzegovina;ba;bih;7e0db37c-70a9-3a32-88f7-7269a82de6cf;JU Šesta osnovna škola Brezovo Polje  Brčko distrikt;BIH003;BIH003001;Primary;Yes;44.83590316772461;18.965234756469727;
Bosnia and Herzegovina;ba;bih;4f6763c6-cb92-309f-bc60-08c468d927dd;JU Šesta osnovna škola Brezovo Polje;BIH003;BIH003001;Primary;Yes;44.844459533691406;18.95522117614746;
Bosnia and Herzegovina;ba;bih;b1316607-40d3-3fd0-a1d0-cd58cf9203e8;"ЈУ ОШ ""СТЕВАН НЕМАЊА"" ДРАГАЉЕВАЦ ГОРЊИ ПО ДРАГАЉЕВАЦ ДОЊИ";BIH001;BIH001002;Primary;Yes;44.81675720214844;19.066944122314453;
Bosnia and Herzegovina;ba;bih;798157c2-c987-3cfd-ae77-a9292675b609;"ЈУ ОШ ""ПЕТАР ПЕТРОВИЋ ЊЕГОШ ""ВЕЛИКА ОБАРСКА,П. О. ГРАДАЦ";BIH001;BIH001002;Primary;Yes;44.82508469;19.10445213317871;
Bosnia and Herzegovina;ba;bih;1535c08a-e3e3-35fa-bfb0-6a9d5561569d;"ЈУ ОШ ""СТЕВАН НЕМАЊА"" ДРАГАЉЕВАЦ ГОРЊИ ПО ДРАГАЉЕВАЦ СРЕДЊИ";BIH001;BIH001002;Primary;Yes;44.795658111572266;19.05655860900879;
Bosnia and Herzegovina;ba;bih;351bc280-f5a2-359d-b1d5-d180ba8d33cf;"ЈУ ОШ ""СТЕВАН НЕМАЊА"" ДРАГАЉЕВАЦ ГОРЊИ ПО ЧАЂАВИЦА СРЕДЊА";BIH001;BIH001002;Primary;Yes;44.806358337402344;18.97315216064453;
Bosnia and Herzegovina;ba;bih;4f2b6a90-e7e9-355d-a9c0-339f4a7fa11e;"ЈУ ОШ ""СТЕВАН НЕМАЊА"" ДРАГАЉЕВАЦ ГОРЊИ ПО ПИПЕРЦИ";BIH001;BIH001002;Primary;Yes;44.776939392089844;18.94672203063965;
Bosnia and Herzegovina;ba;bih;14204def-fc7a-38c7-b0c2-3deace33147e;"ЈУ ОШ ""СТЕВАН НЕМАЊА"" ДРАГАЉЕВАЦ ГОРЊИ ПО МАГНОЈЕВИЋ ГОРЊИ";BIH001;BIH001002;Primary;Yes;44.77015686035156;18.997509002685547;
Bosnia and Herzegovina;ba;bih;2bed3c15-baa5-3aa7-ab29-55b5061a3a2a;"ЈУ ОШ ""СТЕВАН НЕМАЊА"" ДРАГАЉЕВАЦ ГОРЊИ ПО СРЕДЊИ МАГНОЈЕВИЋ";BIH001;BIH001002;Primary;Yes;44.79623031616211;19.01433563232422;
Bosnia and Herzegovina;ba;bih;883e0505-f1fd-3f2c-a52d-fe9adb762776;"ЈУ ОШ ""СТЕВАН НЕМАЊА"" ДРАГАЉЕВАЦ ГОРЊИ ПО БУКОВИЦА ГОРЊА";BIH001;BIH001002;Primary;Yes;44.770633697509766;18.97835922241211;
Bosnia and Herzegovina;ba;bih;f65722ad-f945-348b-8003-e5ef34867720;"Osnovna škola  ""Orašje"" Orašje";BIH002;BIH002002;Primary;Yes;45.03462219238281;18.690113067626953;
Bosnia and Herzegovina;ba;bih;dc12bfc4-b221-3655-988f-16c777405d4e;"ЈУ Основна школа ""ДОЊИ ЖАБАР"", ПО Човић Поље";BIH001;BIH001003;Primary;Yes;44.972476959228516;18.648366928100586;
Bosnia and Herzegovina;ba;bih;85542fd9-d017-38bc-8716-c5ee25460037;"ЈУ Основна школа ""ДОЊИ ЖАБАР"", ПО Лончари";BIH001;BIH001003;Primary;Yes;44.94963836669922;18.68358039855957;
Bosnia and Herzegovina;ba;bih;08a01d4f-af81-3755-ac3b-97ce9735c42c;JU ČETRNAESTA OSNOVNA ŠKOLA KREPŠIĆ;BIH003;BIH003001;Primary;Yes;44.94549560546875;18.721805572509766;
Bosnia and Herzegovina;ba;bih;fb667e82-d0d4-38fc-bec3-4b85aba9d710;"ЈУ Основна школа ""ДОЊИ ЖАБАР";BIH001;BIH001003;Primary;Yes;44.924137115478516;18.606056213378906;
Bosnia and Herzegovina;ba;bih;c692db7f-b541-3df1-81ec-55e14089ed33;"Јавна установа Основна школа  ""Васо Пелагић"" Пелагићево";BIH001;BIH001003;Primary;No;44.91700363;18.58669662475586;
Bosnia and Herzegovina;ba;bih;41745ec4-9fc5-36c4-baaf-a4e6751efc83;"Јавна установа Основна школа  ""Васо Пелагић"" Пелагићево";BIH001;BIH001003;Primary;Yes;44.906490325927734;18.611398696899414;
Bosnia and Herzegovina;ba;bih;a25a580c-4ab4-3940-b433-a874b95b001f;Osnovna škola fra Ilije Starčevića Tolisa - Područna škola Kostrč;BIH002;BIH002002;Primary;Yes;45.018882751464844;18.656396865844727;
Bosnia and Herzegovina;ba;bih;6980dec0-43c3-306b-9ade-13e6f54fd226;Srednja strukovna škola Orašje;BIH002;BIH002002;Other;Yes;45.03620910644531;18.664785385131836;
Bosnia and Herzegovina;ba;bih;8c0cb750-543a-3cca-bed6-c4be0ca03e17;Područna škola Bok;BIH002;BIH002002;Primary;Yes;45.02485275268555;18.663862228393555;
Bosnia and Herzegovina;ba;bih;dafd7f5f-468c-37b3-918a-2a2300cacf72;Područna škola Bok;BIH002;BIH002002;Primary;Yes;45.00681686401367;18.623577117919922;
Bosnia and Herzegovina;ba;bih;d26df222-22ad-321e-9adc-0137956dbb24;Osnovna škola Ruđera Boškovića  Donja Mahala;BIH002;BIH002002;Primary;Yes;45.00156021118164;18.64470100402832;
Bosnia and Herzegovina;ba;bih;2da1abbf-80fd-37bb-a8f5-95ca898a0d2a;Osnovna škola fra Ilije Starčevića Tolisa;BIH002;BIH002002;Primary;Yes;45.04039383;18.643339157104492;
Bosnia and Herzegovina;ba;bih;a180754e-b774-3cf5-9ed0-ae7daa5099f3;OSNOVNA ŠKOLA ANTUNA GUSTAVA MATOŠA VIDOVICE;BIH002;BIH002002;Primary;Yes;44.97964859008789;18.736122131347656;
Bosnia and Herzegovina;ba;bih;a005fdf2-6af0-3c6c-b9da-74b18d4244d7;Školski centar fra Martina Nedića;BIH002;BIH002002;Secondary;Yes;45.019351959228516;18.691713333129883;
Bosnia and Herzegovina;ba;bih;4ac6e141-01f9-3820-9a75-86d5353bcc3b;ЈУ Основна школа ''Обудовац'' Обудовац;BIH001;BIH001003;Primary;No;44.98978042602539;18.557802200317383;
Bosnia and Herzegovina;ba;bih;2ed03f86-8d8a-376a-b8d5-25858f0a476f;ЈУ Основна школа ''Обудовац'' Обудовац;BIH001;BIH001003;Primary;Yes;44.96782684326172;18.597389221191406;
Bosnia and Herzegovina;ba;bih;6abbc3ca-4b92-384d-8a09-d9c1c0e629b6;ЈУ Основна школа ''Обудовац'' Обудовац;BIH001;BIH001003;Primary;Yes;44.972713470458984;18.600351333618164;
Bosnia and Herzegovina;ba;bih;3ab0f417-6375-365e-acef-585d0d2caa46;Osnovna škola Stjepana Radića u Boku;BIH002;BIH002002;Primary;Yes;45.009891510009766;18.595232009887695;
Bosnia and Herzegovina;ba;bih;b10a1467-cad4-37d5-ab26-f6bace4f96a5;Područna škola Oštra Luka;BIH001;BIH001003;Primary;Yes;45.00684738;18.579456329345703;
Bosnia and Herzegovina;ba;bih;1949fec4-ae98-31f6-b614-ae6afeb32ee3;"ЈАВНА УСТАНОВА ОСНОВНА ШКОЛА ""ДЕСАНКА МАКСИМОВИЋ"" СТАНАРИ, ПО ЦВРТКОВЦИ";BIH001;BIH001003;Primary;No;44.79224777;17.845745086669922;
Bosnia and Herzegovina;ba;bih;9de21c9a-24f7-3a74-9e07-6c771d66b593;"ЈАВНА УСТАНОВА ОСНОВНА ШКОЛА ""ДЕСАНКА МАКСИМОВИЋ"" СТАНАРИ, ПОДРУЧНО ОДЈЕЉЕЊЕ ОСРЕДАК";BIH001;BIH001003;Primary;No;44.75691604614258;17.767152786254883;
Bosnia and Herzegovina;ba;bih;053ebe93-2ebd-3c26-ba8b-b3e6f44e036c;"ЈАВНА УСТАНОВА ОСНОВНА ШКОЛА ""ДЕСАНКА МАКСИМОВИЋ"" СТАНАРИ, ПОДРУЧНО ОДЈЕЉЕЊЕ ДРАГАЛОВЦИ";BIH001;BIH001003;Primary;No;44.77128982543945;17.791650772094727;
Bosnia and Herzegovina;ba;bih;be6433d0-6070-3276-acdb-73ff1531cbcc;"ЈАВНА УСТАНОВА ОСНОВНА ШКОЛА ""ДЕСАНКА МАКСИМОВИЋ"" СТАНАРИ, ПОДРУЧНО ОДЈЕЉЕЊЕ ОСТРУЖЊА ДОЊА";BIH001;BIH001003;Primary;No;44.74224090576172;17.86561393737793;
Bosnia and Herzegovina;ba;bih;ca115180-5b1d-3c25-b439-3fcd788e3646;"ЈАВНА УСТАНОВА ОСНОВНА ШКОЛА ""ДЕСАНКА МАКСИМОВИЋ"" СТАНАРИ";BIH001;BIH001003;Primary;Yes;44.74821472167969;17.850719451904297;
Bosnia and Herzegovina;ba;bih;2d37bbed-18f6-3ed0-b4f6-3595dbb339c6;"ЈАВНА УСТАНОВА ОСНОВНА ШКОЛА ""ДЕСАНКА МАКСИМОВИЋ"" СТАНАРИ, ПОДРУЧНО ОДЈЕЉЕЊЕ ЈЕЛАЊСКА";BIH001;BIH001003;Primary;No;44.78676223754883;17.880935668945312;
Bosnia and Herzegovina;ba;bih;25300983-633a-3d76-9865-eee4d20bde4b;"ЈУ ОШ ""ТОДОР ДОКИЋ"" КАЛЕНДЕРОВЦИ";BIH001;BIH001003;Primary;No;44.88041687011719;17.817344665527344;
Bosnia and Herzegovina;ba;bih;ffe0a94f-164f-3264-b579-9c814a6791a6;ЈУ Основна школа „Никола Тесла“ Дервента - ПО Мала Сочаница;BIH001;BIH001003;Primary;Yes;44.856441497802734;17.94119644165039;
Bosnia and Herzegovina;ba;bih;b4c5d1e9-2587-3d28-8738-e86faebc08e1;ЈУ Основна школа „Никола Тесла“ Дервента - ПО Велика Сочаница;BIH001;BIH001003;Primary;No;44.88531494140625;17.936357498168945;
Bosnia and Herzegovina;ba;bih;5da7f654-8df0-3bbb-b167-f891650b696e;"ЈАВНА УСТАНОВА ОСНОВНА ШКОЛА ""ДЕСАНКА МАКСИМОВИЋ"" СТАНАРИ, ПО БРЕСТОВО ГОРЊЕ";BIH001;BIH001003;Primary;Yes;44.83650207519531;17.802658081054688;
Bosnia and Herzegovina;ba;bih;3a5e2031-97a9-3384-ac65-f9926468a8f3;"ЈАВНА УСТАНОВА ОСНОВНА ШКОЛА ""ДЕСАНКА МАКСИМОВИЋ"" СТАНАРИ, ПОДРУЧНО ОДЈЕЉЕЊЕ БРЕСТОВО ДОЊЕ";BIH001;BIH001003;Primary;Yes;44.81700897216797;17.799659729003906;
Bosnia and Herzegovina;ba;bih;35699471-9af2-3108-8156-3d1b58f05d78;"ЈУ ОШ ""Радоје Домоновић"" Осјечани Горњи";BIH001;BIH001003;Primary;Yes;44.833587646484375;18.114032745361328;
Bosnia and Herzegovina;ba;bih;5a7c453d-87fc-359a-8f65-2097ae2087dc;"ЈУ ОШ ""Радоје Домоновић"" Осјечани Горњи, ПО Бушлетић";BIH001;BIH001003;Primary;Yes;44.79838180541992;18.080276489257812;
Bosnia and Herzegovina;ba;bih;a1b696aa-caeb-3ee8-8100-43370f40d007;"ЈУ ОШ ""Милан Ракић"" Буковица Велика, Добој ПО Которско";BIH001;BIH001003;Primary;Yes;44.837032318115234;18.059574127197266;
Bosnia and Herzegovina;ba;bih;be679d5a-a1ff-397a-9191-be50d3bdfbbc;"ЈУ ОШ ""Милан Ракић"" Буковица Велика, Добој ПО Мали Прњавор";BIH001;BIH001003;Primary;Yes;44.837032318115234;18.05957603;
Bosnia and Herzegovina;ba;bih;da078a24-cbdb-31b9-b318-e3315f892a95;"ЈУ ОШ ,,Птар Кочић"" Сјенина Ријека";BIH001;BIH001003;Primary;Yes;44.78630828857422;18.159032821655273;
Bosnia and Herzegovina;ba;bih;bbcd88f7-039a-31d7-a644-a124adfb00b0;Јавна установа Средњошклски центар Петрово - Петрово;BIH001;BIH001003;Secondary;Yes;44.7551384;18.04433250427246;
Bosnia and Herzegovina;ba;bih;2e3c24ad-4458-3bb1-93ba-5bcf11b82b55;Јавна установа Средњошклски центар Петрово - Петрово;BIH001;BIH001003;Secondary;Yes;44.7551384;18.04433250427246;
Bosnia and Herzegovina;ba;bih;66452b24-707c-395b-89a3-3bf652a46fd2;Јавна установа Средњошколски центар Петрово - Петрово;BIH001;BIH001003;Secondary;Yes;44.7551384;18.04433250427246;
