radio;mcc;net;area;cell;unit;lon;lat;range;samples;changeable;created;updated;averageSignal
GSM;218;90;8;20858;-1;18.1077;44.1051;1273;3;1;1599043780;1722198602;0
GSM;218;3;70;2465;-1;17.9049;44.3116;4339;150;1;1599046454;1722200226;0
GSM;218;3;70;1449;-1;18.0627;44.4555;4008;21;1;1599048210;1735910769;0
GSM;218;90;6;21670;-1;17.9967;44.6679;1000;3;1;1599050767;1739680805;0
GSM;218;90;6;21379;-1;17.9832;44.6632;2272;4;1;1599050767;1735775294;0
GSM;218;3;70;3698;-1;17.8935;44.2574;4519;77;1;1599184079;1722199863;0
GSM;218;90;8;20148;-1;17.9356;44.212;4254;2;1;1599184738;1722199382;0
GSM;218;5;2;17681;-1;18.0162;44.1464;5475;6;1;1599184738;1696004524;0
GSM;218;90;8;20139;-1;17.9095;44.2318;4093;200;1;1599184738;1722199562;0
GSM;218;5;2;14692;-1;17.9177;44.2248;6264;7;1;1599184738;1722199622;0
GSM;218;5;2;5191;-1;17.936;44.2105;4615;7;1;1599184738;1722199503;0
GSM;218;3;70;3052;-1;17.9313;44.2121;4486;4;1;1599184738;1722252484;0
GSM;218;90;8;20149;-1;17.9385;44.208;13947;138;1;1599184738;1722199442;0
GSM;218;90;8;21004;-1;17.897;44.2522;9674;17;1;1599184738;1722199862;0
GSM;218;90;8;20140;-1;17.9491;44.1979;5141;5;1;1599184738;1722252368;0
GSM;218;90;7;21891;-1;18.3177;43.8588;2577;3;1;1599190057;1722250085;0
GSM;218;5;2;16352;-1;18.4622;43.8032;13631;117;1;1599190057;1722093130;0
GSM;218;5;2;16351;-1;18.3135;43.8849;7122;114;1;1599190057;1722197763;0
GSM;218;5;2;6001;-1;18.3132;43.8851;5476;69;1;1599190057;1722197763;0
GSM;218;90;7;21893;-1;18.3345;43.8342;2375;12;1;1599190057;1722197582;0
GSM;218;90;7;20361;-1;18.3209;43.8625;3662;6;1;1599190057;1722250262;0
GSM;218;5;2;19201;-1;18.3515;43.8375;7873;13;1;1599190057;1722197522;0
GSM;218;5;2;16362;-1;18.4334;43.8238;9306;20;1;1599190057;1722075849;0
GSM;218;5;3;121;-1;18.6053;43.8828;8484;106;1;1599207880;1722616448;0
GSM;218;5;2;123;-1;18.604;43.8843;8291;11;1;1599207880;1719433760;0
GSM;218;90;15;20759;-1;18.5057;43.8335;6399;43;1;1599207880;1722248643;0
GSM;218;5;3;1873;-1;18.5456;43.8441;3036;18;1;1599207880;1722113282;0
GSM;218;5;3;21083;-1;18.4822;43.8134;4761;27;1;1599207880;1722094861;0
GSM;218;5;2;3021;-1;18.4144;43.8531;7146;5;1;1599210247;1722111962;0
GSM;218;5;2;10701;-1;18.4429;43.8646;4547;4;1;1599210247;1719651371;0
GSM;218;5;3;25213;-1;18.593;43.8781;8473;20;1;1599210247;1719433760;0
GSM;218;90;7;21805;-1;18.3986;43.8411;8954;16;1;1599210247;1722112083;0
GSM;218;5;2;20071;-1;18.4274;43.819;5284;118;1;1599210247;1722191470;0
GSM;218;90;7;21941;-1;18.459;43.7811;8314;109;1;1599210247;1722191283;0
GSM;218;5;2;11222;-1;18.4311;43.86;5611;5;1;1599210247;1719651373;0
GSM;218;3;70;3876;-1;17.9191;44.3292;4671;26;1;1599226396;1735910767;0
GSM;218;3;40;3616;-1;18.2221;43.9911;1000;18;1;1599466503;1735910762;0
GSM;218;90;6;21909;-1;18.0991;44.443;4429;2;1;1599471642;1722201423;0
GSM;218;90;6;20691;-1;18.0947;44.5599;6140;102;1;1599616396;1722255603;0
GSM;218;90;6;20693;-1;18.0843;44.5073;4039;200;1;1599616396;1722202262;0
GSM;218;90;6;20409;-1;18.09;44.5348;9782;145;1;1599616396;1722202382;0
GSM;218;5;2;9992;-1;18.3097;43.8901;5669;4;1;1599629649;1722197822;0
GSM;218;90;7;20592;-1;18.3288;43.8336;1996;6;1;1599629649;1722197222;0
GSM;218;90;6;21679;-1;18.0853;44.7471;5724;162;1;1599713461;1722203882;0
GSM;218;90;8;21178;-1;17.9909;44.3948;5104;104;1;1599787142;1722253989;0
GSM;218;5;2;5021;-1;17.9381;44.3447;7468;42;1;1599787142;1722200823;0
GSM;218;90;8;21179;-1;17.9811;44.3561;4630;200;1;1599787142;1722200703;0
GSM;218;90;8;20690;-1;17.99;44.3809;7441;165;1;1599787142;1722200946;0
GSM;218;90;8;20157;-1;17.891;44.2857;3624;200;1;1599826087;1722199983;0
GSM;218;5;2;9341;-1;17.942;44.1944;7752;9;1;1599826087;1721994183;0
GSM;218;5;2;5201;-1;17.8956;44.2643;6448;30;1;1599826087;1722200107;0
GSM;218;90;8;20159;-1;17.8985;44.2981;7000;107;1;1599826087;1722483421;0
GSM;218;3;70;3833;-1;17.924;44.2179;1528;2;1;1599826087;1722199262;0
GSM;218;90;8;20165;-1;17.912;44.2275;6154;19;1;1599826087;1722199563;0
GSM;218;90;8;20150;-1;17.8977;44.2442;3058;76;1;1599826087;1722199742;0
GSM;218;90;8;20158;-1;17.8954;44.2413;2511;4;1;1599826087;1722199742;0
GSM;218;90;8;21328;-1;17.9039;44.2388;3493;65;1;1599826087;1722199623;0
GSM;218;90;8;20183;-1;17.9416;44.1966;8022;8;1;1599826087;1722199562;0
GSM;218;3;70;1807;-1;17.9988;44.3846;4612;50;1;1600051574;1735910768;0
GSM;218;5;2;17023;-1;17.9067;44.2283;2842;7;1;1600063607;1696003936;0
GSM;218;90;8;20167;-1;17.8875;44.2735;4943;200;1;1600063607;1722199981;0
GSM;218;90;8;20154;-1;17.9006;44.2414;3430;69;1;1600063607;1722199682;0
GSM;218;90;8;21856;-1;17.9693;44.3539;3668;200;1;1600070130;1722200583;0
GSM;218;90;8;21857;-1;17.8997;44.2903;1497;2;1;1600070130;1722199861;0
GSM;218;90;8;21858;-1;17.9037;44.3024;7924;172;1;1600070130;1722200282;0
GSM;218;90;8;21859;-1;17.9264;44.341;3837;103;1;1600070130;1722253630;0
GSM;218;90;8;21860;-1;17.9355;44.3482;2676;199;1;1600070130;1722200401;0
GSM;218;90;6;21045;-1;18.0963;44.5781;2457;200;1;1600075326;1722202503;0
GSM;218;90;6;21046;-1;18.0925;44.623;8730;50;1;1600075326;1735910769;0
GSM;218;90;6;21044;-1;18.0935;44.5881;10376;98;1;1600075326;1722202743;0
GSM;218;90;6;21686;-1;18.0941;44.5973;8180;88;1;1600075326;1722202742;0
GSM;218;90;6;21136;-1;18.0905;44.6197;6635;200;1;1600075326;1722256084;0
GSM;218;90;6;21392;-1;18.0856;44.7208;4284;11;1;1600213528;1695999722;0
GSM;218;90;6;21394;-1;18.0437;44.7713;4870;104;1;1600213528;1722257710;0
GSM;218;90;6;21678;-1;18.0819;44.7459;6520;91;1;1600213528;1722203882;0
GSM;218;3;70;1333;-1;18.1598;44.9338;7512;33;1;1600215917;1735964888;0
GSM;218;3;30;2132;-1;18.2031;44.9427;6978;56;1;1600216022;1722205682;0
GSM;218;90;3;22913;-1;18.5769;45.1027;9658;87;1;1600226319;1722209899;0
GSM;218;90;3;21985;-1;18.6126;45.1097;15850;200;1;1600226319;1722209462;0
GSM;218;90;3;22650;-1;18.6298;45.1188;19725;199;1;1600229847;1722210062;0
GSM;218;90;3;22760;-1;18.7938;44.9285;27574;19;1;1600229847;1721824025;0
GSM;218;90;14;22244;-1;17.2371;45.1439;5879;28;1;1601625460;1722269468;0
GSM;218;90;14;22242;-1;17.2483;45.1474;3810;33;1;1601625460;1722269229;0
GSM;218;90;14;22122;-1;17.2284;45.1411;4133;19;1;1601625460;1722265392;0
GSM;218;90;14;22243;-1;17.2413;45.1425;5937;27;1;1601625460;1722266468;0
GSM;218;90;14;22421;-1;17.116;45.2102;24621;27;1;1602752620;1722270965;0
GSM;218;90;14;22699;-1;17.5115;44.8737;8614;8;1;1604466996;1722263885;0
GSM;218;90;14;21991;-1;17.2083;45.0931;9544;11;1;1604468623;1722476042;0
GSM;218;90;14;22981;-1;17.2076;45.0641;7318;7;1;1605134380;1722265025;0
GSM;218;90;3;22551;-1;18.4616;45.0583;6952;6;1;1606367624;1722208682;0
GSM;218;3;30;1308;-1;18.4319;45.0445;11066;8;1;1607939350;1722206222;0
GSM;218;90;3;22100;-1;18.4438;45.1261;18726;200;1;1608019810;1722209942;0
GSM;218;3;30;1329;-1;18.28;44.9798;8371;16;1;1608086910;1722206223;0
GSM;218;90;3;22571;-1;18.3006;45.0277;6593;200;1;1608211567;1722206342;0
GSM;218;90;3;22572;-1;18.3025;45.0083;9049;166;1;1608211908;1722206223;0
GSM;218;90;3;22398;-1;18.3049;44.9878;2878;200;1;1608212239;1722205982;0
GSM;218;90;3;22400;-1;18.2278;44.9619;3177;200;1;1608212525;1722205622;0
GSM;218;90;14;22439;-1;18.1568;44.9322;3931;200;1;1608213259;1722205321;0
GSM;218;90;14;22437;-1;18.179;44.9343;5459;200;1;1608256841;1722205442;0
GSM;218;90;14;22638;-1;18.0519;44.8138;5864;13;1;1608501369;1722262386;0
GSM;218;90;14;22458;-1;17.2748;44.9557;6853;7;1;1608869878;1722264487;0
GSM;218;3;30;1309;-1;18.2935;45.0782;4910;27;1;1609123491;1735964890;0
GSM;218;90;3;22474;-1;18.3513;45.0336;11952;8;1;1611987951;1719046323;0
GSM;218;3;70;4261;-1;17.8976;44.2966;4562;68;1;1612507697;1722253085;0
GSM;218;3;70;4260;-1;17.8852;44.2682;3997;200;1;1612507899;1722252785;0
GSM;218;3;70;4259;-1;17.8948;44.2866;5304;115;1;1612585532;1722200118;0
GSM;218;90;14;22879;-1;17.7088;44.8524;8030;6;1;1612836597;1722263404;0
GSM;218;90;14;22640;-1;17.1044;45.2194;13281;12;1;1612840499;1722270188;0
GSM;218;90;3;23467;-1;18.6784;45.1019;6522;9;1;1613631389;1722209764;0
GSM;218;90;3;22642;-1;18.7259;45.1409;3762;50;1;1613631389;1729759621;0
GSM;218;3;70;4284;-1;18.0564;44.7733;6131;37;1;1615523101;1719046382;0
GSM;218;90;5;21534;-1;17.4255;43.171;8066;36;1;1620690795;1730033462;0
LTE;218;5;510;104705;-1;18.3149;43.8356;1310;120;1;1621066365;1719651366;0
UMTS;218;5;51;2639932;410;18.3133;43.8314;1000;4;1;1621154788;1719651367;0
LTE;218;5;510;102401;-1;18.3458;43.8452;1000;18;1;1621213598;1719433763;0
LTE;218;5;510;105729;-1;18.3874;43.8529;1000;7;1;1621302281;1719651367;0
GSM;218;90;14;23570;-1;17.2326;45.1633;4944;11;1;1622806103;1722269941;0
LTE;218;90;4061;48309;-1;17.9839;44.6214;1221;28;1;1626164760;1735775292;0
UMTS;218;3;40;220074;204;18.1409;44.0288;4385;50;1;1627794075;1735910763;0
UMTS;218;3;40;226963;14;18.4184;43.858;1086;50;1;1627810814;1735910722;0
GSM;218;90;15;21276;-1;18.5902;43.7108;27391;94;1;1628306846;1722150903;0
GSM;218;90;15;20751;-1;18.8168;43.7032;18246;3;1;1628306846;1722149883;0
LTE;218;3;31;2627073;-1;18.3026;44.9839;3225;30;1;1636603119;1719046324;0
LTE;218;5;530;32513;0;19.2717;44.8161;1012;6;1;1640220483;1729352055;0
GSM;218;5;2;1153;-1;18.3392;43.8287;6482;120;1;1648355090;1722197343;0
LTE;218;5;530;92673;-1;19.2086;44.7566;1000;8;1;1662531147;1716991696;0
LTE;218;5;530;93697;-1;19.2071;44.7624;1000;17;1;1662531317;1714420262;0
UMTS;218;5;53;2012665;456;19.2101;44.7634;1000;3;1;1662531777;1716991696;0
UMTS;218;5;53;2012662;456;19.2101;44.7633;1000;7;1;1662531847;1716991696;0
UMTS;218;5;53;1982662;456;19.2109;44.7625;1000;22;1;1662531877;1716991696;0
UMTS;218;5;53;2004454;56;19.2123;44.7606;1000;14;1;1662532697;1716991697;0
UMTS;218;5;53;1989845;233;19.2374;44.7842;1000;13;1;1662708283;1729352054;0
UMTS;218;5;53;1989842;233;19.2371;44.7834;1000;11;1;1662708433;1729352053;0
LTE;218;5;530;91649;-1;19.2529;44.786;2028;21;1;1662708743;1729352054;0
LTE;218;5;530;33537;-1;19.278;44.785;1000;19;1;1662708893;1729352054;0
UMTS;218;5;53;1989531;359;19.2781;44.7848;500;29;1;1662708933;1729352054;0
UMTS;218;5;53;1989541;356;19.2783;44.7837;1000;7;1;1662708953;1729352054;0
LTE;218;5;530;33793;-1;19.2785;44.7844;1000;11;1;1662709013;1729352054;0
LTE;218;5;530;92931;-1;19.2222;44.7595;1000;15;1;1662714213;1716991697;0
LTE;218;5;530;24833;-1;19.2206;44.7577;1000;7;1;1662714293;1716991697;0
LTE;218;5;530;24835;-1;19.2201;44.7576;1000;9;1;1662714313;1716991697;0
LTE;218;5;530;24834;-1;19.221;44.7559;1000;6;1;1662714353;1716991696;0
LTE;218;5;530;23298;-1;19.2175;44.7569;1000;18;1;1662714783;1716991697;0
LTE;218;5;530;23299;-1;19.2153;44.7569;1000;12;1;1662714833;1716991697;0
LTE;218;5;530;24066;-1;19.2099;44.7545;1000;4;1;1662714973;1714420262;0
GSM;218;90;3;22180;-1;18.7127;45.123;7310;89;1;1664778954;1722209763;0
GSM;218;90;3;22894;-1;18.3648;45.134;8172;198;1;1666228373;1722209702;0
GSM;218;3;60;3618;-1;17.0752;44.0718;21618;179;1;1693922982;1693923160;0
GSM;218;5;1;7571;-1;19.4557;43.8998;5793;119;1;1694142346;1725525605;0
GSM;218;5;1;7572;-1;19.3379;43.921;11843;102;1;1694227550;1725699508;0
GSM;218;5;1;11163;-1;19.3903;43.9142;6610;109;1;1694228441;1725620772;0
GSM;218;5;3;891;-1;19.3892;43.9149;1315;187;1;1694228926;1694235231;0
GSM;218;90;15;22846;-1;19.4462;43.9148;1000;2;1;1694140903;1725523984;0
GSM;218;90;15;23051;-1;19.3094;43.9496;2449;199;1;1694230994;1695646862;0
GSM;218;90;15;23052;-1;19.3079;43.9306;1350;135;1;1694231270;1725620586;0
GSM;218;90;15;22507;-1;19.306;43.9392;2599;105;1;1694232012;1725618370;0
GSM;218;5;1;521;-1;19.3844;43.9159;6059;106;1;1694232326;1725621008;0
GSM;218;90;15;22506;-1;19.2832;43.9584;737;196;1;1694232465;1694238055;0
GSM;218;90;15;22456;-1;19.3773;43.9219;2865;107;1;1694233743;1725625864;0
GSM;218;90;15;22215;-1;19.3544;43.9233;2794;132;1;1694234440;1725624728;0
GSM;218;5;3;13031;-1;19.3278;43.926;13191;106;1;1694233612;1725700161;0
GSM;218;90;15;22457;-1;19.3856;43.916;542;101;1;1694235905;1694236245;0
GSM;218;90;15;22976;-1;19.4079;43.89;5669;69;1;1694236115;1725700444;0
GSM;218;5;34000;25393;-1;19.3608;43.9164;1000;2;1;1694236841;1694242215;0
GSM;218;5;34000;36952;-1;19.3095;43.9409;1000;1;1;1694241513;1694241513;0
GSM;218;5;15;22456;-1;19.3587;43.9173;1000;1;1;1694244205;1694244205;0
GSM;218;5;1;12352;-1;19.3882;43.9155;1000;21;1;1694246117;1694246401;0
GSM;218;5;3;10682;-1;19.4105;43.9031;6849;64;1;1694236252;1725703105;0
GSM;218;90;14;22830;-1;17.9719;45.0814;4512;17;1;1695976346;1695996662;0
GSM;218;90;14;22832;-1;17.9783;45.0594;5679;31;1;1695976452;1695996841;0
GSM;218;5;2816;30062;-1;17.9611;45.1072;1000;1;1;1695976463;1695976463;0
GSM;218;90;2816;30712;-1;17.9615;45.1078;1000;1;1;1695976460;1695976460;0
GSM;218;90;14;24010;-1;17.9359;44.9597;5085;58;1;1695977351;1695997683;0
GSM;218;5;6;12673;-1;17.9339;44.9637;3260;7;1;1695977366;1695997627;0
GSM;218;90;14;24011;-1;17.951;44.9439;4776;11;1;1695977452;1695997749;0
GSM;218;3;70;4467;-1;18.0931;44.7238;4309;15;1;1695979518;1735964885;0
GSM;218;3;70;4469;-1;18.0805;44.6673;5446;20;1;1695979827;1735964884;0
GSM;218;90;6;23587;-1;18.0802;44.7072;9045;86;1;1695979900;1722203462;0
GSM;218;90;6;23848;-1;18.0698;44.6978;3919;200;1;1695980063;1722203462;0
GSM;218;90;6;23847;-1;18.0686;44.6717;3262;199;1;1695980486;1722203104;0
GSM;218;3;70;4519;-1;18.0946;44.5658;5392;27;1;1695980730;1735964883;0
GSM;218;90;6;21529;-1;18.0919;44.551;7377;47;1;1695980945;1735910769;0
GSM;218;5;6;16211;-1;18.0327;44.4334;4226;34;1;1695981511;1696001948;0
GSM;218;90;6;21931;-1;18.0832;44.5113;7269;104;1;1695981530;1722255243;0
GSM;218;90;6;21930;-1;18.0169;44.4155;5867;87;1;1695981927;1722201542;0
GSM;218;5;6;5423;-1;17.9932;44.3785;4095;26;1;1695982035;1696002422;0
GSM;218;90;8;21919;-1;18.033;44.4312;4637;199;1;1695982010;1722201303;0
GSM;218;90;8;20688;-1;18.0288;44.429;4628;103;1;1695982280;1722254346;0
GSM;218;5;6;12863;-1;17.9832;44.3577;2175;6;1;1695982351;1696002484;0
GSM;218;90;8;20689;-1;18.0038;44.415;2485;200;1;1695982413;1722201122;0
GSM;218;5;2;5023;-1;17.909;44.3025;8379;21;1;1695983199;1722482762;0
GSM;218;5;2;10571;-1;17.9504;44.1947;8892;13;1;1695983973;1722199682;0
GSM;218;3;8;20157;-1;17.9625;44.1831;7936;7;1;1695983974;1696004342;0
GSM;218;90;8;24058;-1;17.9159;44.2269;13971;190;1;1695984202;1722199622;0
GSM;218;5;2;5041;-1;18.0794;44.1175;5779;21;1;1695984515;1722199142;0
GSM;218;90;8;21568;-1;17.9814;44.1704;15225;132;1;1695984534;1722199263;0
GSM;218;90;8;21107;-1;18.0768;44.1193;6281;7;1;1695984553;1722198783;0
GSM;218;90;8;21467;-1;17.9786;44.1663;8056;200;1;1695984511;1722251885;0
GSM;218;5;2;6732;-1;17.9978;44.1533;6784;199;1;1695984585;1722199322;0
GSM;218;90;8;21466;-1;18.0166;44.1435;16877;133;1;1695984645;1722199142;0
GSM;218;90;8;23754;-1;18.0476;44.1273;16078;72;1;1695984790;1722251886;0
GSM;218;90;8;21516;-1;18.0897;44.1075;17924;200;1;1695984972;1722198842;0
GSM;218;90;8;21515;-1;18.1658;44.0131;9172;43;1;1695985001;1722198543;0
GSM;218;5;2;5063;-1;18.1035;44.0871;9017;200;1;1695984995;1722198782;0
GSM;218;90;8;20694;-1;18.1709;44.0083;6067;7;1;1695984996;1696005187;0
GSM;218;90;8;21148;-1;18.083;44.1282;9447;103;1;1695985062;1722251471;0
GSM;218;90;8;21149;-1;18.186;43.9959;10892;12;1;1695985083;1722251285;0
GSM;218;90;8;21472;-1;18.2081;43.9891;12691;10;1;1695985219;1722198482;0
GSM;218;90;8;23839;-1;18.2358;43.9724;13652;15;1;1695985349;1722198423;0
GSM;218;90;8;23838;-1;18.2798;43.9423;5175;34;1;1695985376;1722198003;0
GSM;218;90;8;20880;-1;18.1434;44.0248;8020;200;1;1695985376;1722250986;0
GSM;218;5;2;15132;-1;18.2783;43.9424;5823;4;1;1695985356;1696005603;0
GSM;218;90;8;21054;-1;18.1616;44.0082;5176;200;1;1695985531;1722198303;0
GSM;218;90;8;20879;-1;18.1509;44.0158;9113;103;1;1695985533;1722251162;0
GSM;218;90;8;21053;-1;18.2522;43.9599;8913;90;1;1695985630;1722198182;0
GSM;218;90;8;21513;-1;18.314;43.8827;4885;105;1;1695985772;1722197762;0
GSM;218;5;2;5082;-1;18.257;43.9562;12724;147;1;1695985847;1722198182;0
GSM;218;90;7;21460;-1;18.2927;43.9282;11180;200;1;1695985910;1722198002;0
GSM;218;90;7;24043;-1;18.3306;43.8393;1842;9;1;1695986256;1722197402;0
GSM;218;90;7;23979;-1;18.3385;43.8284;1828;15;1;1695986401;1722197283;0
GSM;218;90;7;21092;-1;18.3228;43.8454;5669;159;1;1695986471;1722197641;0
GSM;218;90;7;23973;-1;18.3448;43.8195;1776;8;1;1695986485;1722196622;0
GSM;218;90;7;20278;-1;18.3421;43.8224;2268;19;1;1695986614;1722196982;0
GSM;218;90;7;20279;-1;18.3745;43.8143;4023;106;1;1695986639;1722196801;0
GSM;218;90;7;20581;-1;18.3764;43.8084;4474;152;1;1695986696;1722191584;0
GSM;218;90;7;20606;-1;18.3656;43.8178;4206;133;1;1695986736;1722196863;0
GSM;218;90;7;21160;-1;18.3579;43.8215;3079;183;1;1695986781;1722196742;0
GSM;218;90;7;20607;-1;18.3654;43.7965;3520;12;1;1695987005;1722065823;0
GSM;218;90;7;23079;-1;18.3608;43.809;5055;65;1;1695987031;1722196936;0
GSM;218;90;7;23077;-1;18.3692;43.7926;6155;125;1;1695987082;1722159544;0
GSM;218;5;2;12942;-1;18.4503;43.806;8378;105;1;1695987091;1722083108;0
GSM;218;90;7;20108;-1;18.3773;43.7756;6447;62;1;1695987322;1722144302;0
GSM;218;90;7;20107;-1;18.3892;43.7444;15533;128;1;1695987473;1722159125;0
GSM;218;5;2;4162;-1;18.3927;43.7637;5956;46;1;1695987522;1722111122;0
GSM;218;5;3;15291;-1;18.453;43.6943;9297;112;1;1695987888;1722165975;0
GSM;218;90;7;20513;-1;18.4491;43.7005;7718;113;1;1695987865;1722088624;0
GSM;218;5;3;22301;-1;18.4581;43.6722;1900;111;1;1695988304;1722165368;0
GSM;218;90;7;20511;-1;18.4502;43.6647;6697;138;1;1695988341;1722165546;0
GSM;218;5;3;1192;-1;18.4156;43.6357;6970;116;1;1695988362;1722160270;0
GSM;218;5;3;22302;-1;18.4429;43.6565;5627;37;1;1695988371;1722143289;0
GSM;218;5;3;1193;-1;18.4857;43.6712;7532;103;1;1695988357;1722160569;0
GSM;218;5;3;1191;-1;18.4088;43.6091;1822;102;1;1695988347;1722153068;0
GSM;218;90;7;21709;-1;18.419;43.6403;4745;131;1;1695988422;1722160983;0
GSM;218;90;7;21708;-1;18.4523;43.6425;8326;105;1;1695988477;1722142983;0
GSM;218;90;15;21976;-1;18.5653;43.6746;9783;26;1;1695988656;1735910718;0
GSM;218;5;8;7581;-1;18.4764;43.618;6395;50;1;1695988702;1696132621;0
GSM;218;5;8;7582;-1;18.4617;43.599;18224;155;1;1695988828;1696132201;0
GSM;218;90;15;21977;-1;18.442;43.6027;16332;114;1;1695988854;1722156604;0
GSM;218;90;15;22061;-1;18.3993;43.6078;18490;104;1;1695989002;1722156246;0
GSM;218;90;15;22059;-1;18.5991;43.6922;4909;113;1;1695989198;1722170226;0
GSM;218;3;40;1826;-1;18.6109;43.6868;4109;137;1;1695989237;1722172206;0
GSM;218;5;8;914;-1;18.6142;43.521;9552;25;1;1695989534;1696062241;0
GSM;218;90;15;22060;-1;18.5597;43.5579;3695;48;1;1695989530;1735910716;0
GSM;218;90;15;22559;-1;18.6141;43.651;15015;48;1;1695989554;1735910716;0
GSM;218;90;15;22557;-1;18.622;43.5129;4592;28;1;1695989759;1735910715;0
GSM;218;90;8;7582;-1;18.5551;43.5497;1000;1;1;1695989524;1695989524;0
GSM;218;5;8;12921;-1;18.7368;43.4856;3067;29;1;1695991073;1696011312;0
GSM;218;90;15;22358;-1;18.7105;43.4912;22676;77;1;1695991068;1722155044;0
GSM;218;5;8;22413;-1;18.7478;43.4634;2842;32;1;1695991288;1696011542;0
GSM;218;5;8;22412;-1;18.7467;43.4639;1930;5;1;1695991342;1696011482;0
GSM;218;90;15;22690;-1;18.7543;43.4269;8601;72;1;1695992139;1722057929;0
GSM;218;90;15;22689;-1;18.7207;43.3789;15836;111;1;1695992153;1722088094;0
GSM;218;90;15;22036;-1;18.7146;43.366;8719;54;1;1695992681;1722047763;0
GSM;218;90;15;22035;-1;18.6999;43.3517;4070;113;1;1695992879;1722055262;0
GSM;218;90;8;3661;-1;18.6885;43.3511;1000;1;1;1695993644;1695993644;0
GSM;218;3;40;1123;-1;18.7143;43.2381;2368;200;1;1696032467;1696071123;0
GSM;218;90;15;22360;-1;18.7256;43.3795;16301;110;1;1696035231;1722057303;0
GSM;218;90;15;22359;-1;18.7375;43.4858;4872;28;1;1696040691;1722061504;0
GSM;218;90;15;22361;-1;18.5959;43.626;13216;34;1;1696041394;1735910716;0
GSM;218;3;40;1821;-1;18.711;43.2658;32379;200;1;1696041583;1722058262;0
GSM;218;90;7;20512;-1;18.4471;43.698;6939;72;1;1696043727;1722158284;0
GSM;218;90;7;21330;-1;18.4045;43.7515;2525;24;1;1696044278;1722064924;0
GSM;218;5;3;15292;-1;18.4033;43.7531;3408;23;1;1696044256;1722064924;0
GSM;218;5;3;6701;-1;18.558;43.7105;6446;102;1;1696044295;1722175922;0
GSM;218;3;40;1789;-1;18.6236;43.2192;7906;108;1;1696044586;1722066242;0
GSM;218;5;2;4163;-1;18.367;43.7891;4531;58;1;1696044683;1722190984;0
GSM;218;5;2;1152;-1;18.3552;43.801;2484;18;1;1696044938;1722111482;0
GSM;218;5;2;12941;-1;18.3553;43.8162;2560;27;1;1696045094;1722196683;0
GSM;218;5;2;4452;-1;18.3567;43.8211;6070;145;1;1696045359;1722196621;0
GSM;218;90;7;20584;-1;18.3652;43.82;1000;3;1;1696045422;1696065421;0
GSM;218;90;7;23575;-1;18.3369;43.8278;1548;200;1;1696045476;1722196742;0
GSM;218;5;2;10891;-1;18.3691;43.8185;5055;93;1;1696045515;1722191643;0
GSM;218;90;7;23573;-1;18.3806;43.8122;4681;56;1;1696045524;1722191583;0
GSM;218;3;40;1883;-1;18.5549;43.3153;16329;152;1;1696046688;1722106143;0
GSM;218;90;15;22369;-1;18.538;43.3366;18732;109;1;1696046918;1722081621;0
GSM;218;90;15;23002;-1;18.6919;43.2283;6090;65;1;1696047498;1722063304;0
GSM;218;90;7;21806;-1;18.3753;43.8177;5095;22;1;1696047510;1722196382;0
GSM;218;5;2;10892;-1;18.3749;43.817;6598;199;1;1696047619;1722191584;0
GSM;218;90;7;21159;-1;18.3763;43.814;4393;200;1;1696047720;1722191583;0
GSM;218;5;2;9692;-1;18.4184;43.7987;6299;96;1;1696047888;1722191164;0
GSM;218;90;15;22267;-1;18.5354;43.3312;13236;123;1;1696048059;1722095523;0
GSM;218;5;2;19202;-1;18.4545;43.7869;5754;20;1;1696048039;1722191223;0
GSM;218;90;7;21236;-1;18.4525;43.7863;6182;200;1;1696048106;1722191223;0
GSM;218;90;7;21435;-1;18.7181;43.2574;8693;92;1;1696042353;1722057121;0
GSM;218;90;7;24178;-1;18.5382;43.7256;9271;102;1;1696048045;1722190863;0
GSM;218;5;3;15123;-1;18.4395;43.7862;3846;200;1;1696048307;1722191042;0
GSM;218;5;3;15122;-1;18.5171;43.7885;8037;91;1;1696048356;1722619022;0
GSM;218;90;15;23014;-1;18.4313;43.7914;6373;200;1;1696048364;1722191705;0
GSM;218;5;3;652;-1;18.4812;43.8114;7524;114;1;1696048462;1722608942;0
GSM;218;90;15;21258;-1;18.4479;43.7884;9340;105;1;1696048473;1722577143;0
GSM;218;5;3;7823;-1;18.5236;43.735;5021;146;1;1696048724;1722191823;0
GSM;218;90;15;21844;-1;18.4503;43.7865;10207;103;1;1696048729;1722242528;0
GSM;218;90;15;21845;-1;18.5317;43.7885;6490;108;1;1696048701;1722577503;0
GSM;218;3;40;1785;-1;18.5016;43.3566;13878;145;1;1696048820;1722089103;0
GSM;218;90;15;22471;-1;18.5831;43.2706;6652;105;1;1696048880;1722086947;0
GSM;218;5;3;7182;-1;18.562;43.7316;7698;134;1;1696048899;1722194822;0
GSM;218;5;3;4614;-1;18.5655;43.7389;4279;113;1;1696049193;1723113425;0
GSM;218;90;15;20829;-1;18.5513;43.767;4496;103;1;1696049148;1722586802;0
GSM;218;5;3;4611;-1;18.5663;43.7369;980;113;1;1696049303;1722193022;0
GSM;218;90;15;20831;-1;18.5659;43.7343;6748;114;1;1696049702;1722591066;0
GSM;218;3;40;1783;-1;18.6343;43.2939;5459;51;1;1696049992;1735910750;0
