radio;mcc;net;area;cell;unit;lon;lat;range;samples;changeable;created;updated;averageSignal
GSM;218;90;20209;4053;-1;18.6982;43.2279;1000;10;1;1696051487;1696074305;0
GSM;218;3;40;1405;-1;18.6421;43.2139;1000;14;1;1696052063;1696073764;0
GSM;218;3;40;2234;-1;18.6438;43.2136;1000;50;1;1696052515;1722063304;0
GSM;218;90;15;22231;-1;18.583;43.2718;9676;107;1;1696051468;1722088268;0
GSM;218;3;15;22231;-1;18.6673;43.2136;1000;1;1;1696051528;1696051528;0
GSM;218;5;15;22369;-1;18.7014;43.2278;1000;1;1;1696053364;1696053364;0
GSM;218;3;40;4114;-1;18.6195;43.2175;2157;35;1;1696053776;1722064803;0
GSM;218;3;40;1784;-1;18.6169;43.218;1000;15;1;1696054197;1722063543;0
GSM;218;90;15;23842;-1;18.5175;43.3858;15848;128;1;1696057430;1722106502;0
GSM;218;90;15;22232;-1;18.561;43.318;5534;31;1;1696059111;1722076267;0
GSM;218;90;15;23841;-1;18.5415;43.3292;8116;136;1;1696060960;1722105903;0
GSM;218;90;15;22230;-1;18.5764;43.3661;17088;53;1;1696063133;1722083585;0
GSM;218;5;8;1511;-1;18.5216;43.3401;1000;5;1;1696067624;1696087802;0
GSM;218;5;3;3721;-1;18.6136;43.6899;4760;105;1;1696067859;1722173406;0
GSM;218;90;5;20376;-1;18.4295;43.4422;6695;140;1;1696067880;1722117845;0
GSM;218;90;7;21767;-1;18.4402;43.4384;2119;104;1;1696073405;1722113762;0
GSM;218;90;15;22478;-1;18.5226;43.3401;1000;16;1;1696074071;1722080171;0
GSM;218;5;3;22312;-1;18.4519;43.4772;4631;122;1;1696074646;1722111723;0
GSM;218;90;15;22959;-1;18.4207;43.4334;1000;11;1;1696075518;1696096022;0
GSM;218;5;3;1201;-1;18.4751;43.5057;4452;137;1;1696075907;1722117242;0
GSM;218;90;15;22958;-1;18.4395;43.4376;1000;17;1;1696076660;1722096548;0
GSM;218;3;40;1880;-1;18.5011;43.3672;4604;98;1;1696077088;1696105862;0
GSM;218;90;15;22957;-1;18.4492;43.5095;8486;72;1;1696077683;1722112021;0
GSM;218;90;15;22309;-1;18.4481;43.4779;7167;140;1;1696077981;1722117541;0
GSM;218;3;40;3070;-1;18.4618;43.4622;7193;94;1;1696078464;1722108003;0
GSM;218;3;40;2671;-1;18.5621;43.2413;11990;28;1;1696078649;1735910711;0
GSM;218;3;40;1791;-1;18.515;43.3465;1000;7;1;1696079130;1696100977;0
GSM;218;90;15;22308;-1;18.4612;43.5161;6046;140;1;1696080083;1722125762;0
GSM;218;5;3;1203;-1;18.452;43.5361;3091;140;1;1696080111;1722128762;0
GSM;218;90;5;20377;-1;18.4408;43.4368;1000;10;1;1696080489;1722090064;0
GSM;218;3;40;3071;-1;18.4532;43.4578;1000;7;1;1696083300;1696103521;0
GSM;218;90;5;5992;-1;18.4678;43.3903;1000;11;1;1696081938;1696108201;0
GSM;218;90;7;21436;-1;18.4028;43.6242;7995;108;1;1696096921;1722152464;0
GSM;218;5;3;22313;-1;18.4394;43.4603;4515;32;1;1696098063;1722099728;0
GSM;218;3;40;1822;-1;18.5231;43.6202;12032;105;1;1696096880;1722172746;0
GSM;218;90;5;23825;-1;18.4508;43.4511;1000;6;1;1696098822;1696119062;0
GSM;218;3;40;2531;-1;18.3958;43.6177;3269;100;1;1696099202;1722144362;0
GSM;218;5;3;22303;-1;18.4496;43.666;8994;26;1;1696101965;1722161474;0
GSM;218;5;2;1151;-1;18.3863;43.811;6397;200;1;1696105446;1722191584;0
GSM;218;3;40;2533;-1;18.4571;43.6974;5092;50;1;1696109132;1735910719;0
GSM;218;5;3;643;-1;18.5673;43.7364;1773;58;1;1696107435;1722194521;0
GSM;218;90;15;21978;-1;18.5429;43.7048;11059;50;1;1696112760;1735910718;0
GSM;218;90;7;21707;-1;18.5084;43.6827;5960;135;1;1696114742;1722171723;0
GSM;218;5;2;4161;-1;18.392;43.8094;4948;200;1;1696114843;1722191464;0
GSM;218;5;2;10781;-1;18.4815;43.7819;4837;114;1;1696115263;1722190564;0
GSM;218;5;3;7423;-1;18.5494;43.7677;2559;8;1;1696115655;1722067204;0
GSM;218;5;3;7181;-1;18.5461;43.7667;4342;65;1;1696115684;1722190442;0
GSM;218;5;3;14211;-1;18.5144;43.7292;1979;200;1;1696115771;1722101349;0
GSM;218;90;15;20828;-1;18.5676;43.7351;2377;103;1;1696116340;1722585902;0
GSM;218;3;40;3679;-1;18.5754;43.6901;9556;127;1;1696118045;1722172564;0
GSM;218;5;3;4612;-1;18.564;43.7335;1135;103;1;1696121573;1722179581;0
GSM;218;90;7;20649;-1;18.3819;43.8105;4173;199;1;1696129987;1722191584;0
GSM;218;3;40;4465;-1;18.4045;43.7978;3059;7;1;1696130085;1696150322;0
GSM;218;90;15;20830;-1;18.5517;43.7726;5007;114;1;1696131789;1722491341;0
GSM;218;5;3;25211;-1;18.5613;43.746;4144;10;1;1696134984;1722608403;0
GSM;218;90;7;21878;-1;18.4756;43.6582;10131;40;1;1696141014;1722176467;0
GSM;218;3;40;2532;-1;18.4298;43.6517;3257;101;1;1696143416;1722145321;0
GSM;218;90;7;23642;-1;18.4304;43.8566;1000;3;1;1696177118;1722248584;0
GSM;218;90;7;23667;-1;18.3848;43.8464;1683;3;1;1696177419;1696197541;0
GSM;218;90;7;23827;-1;18.3534;43.8342;1203;3;1;1696177869;1696198022;0
LTE;218;3;41;2709763;-1;18.4267;43.8572;1000;4;1;1711800892;1712464702;0
LTE;218;3;41;2695938;-1;18.4283;43.8578;1000;2;1;1711800821;1712464702;0
LTE;218;3;41;2573057;-1;18.4238;43.8568;1000;6;1;1711801012;1712464702;0
LTE;218;3;41;2573058;-1;18.4144;43.8565;1000;12;1;1711801241;1712464702;0
LTE;218;3;41;2640641;-1;18.4161;43.8565;1000;8;1;1711801361;1712464702;0
LTE;218;3;41;2563074;-1;18.4153;43.8565;1000;3;1;1711801613;1712464702;0
LTE;218;3;41;2640643;-1;18.412;43.8561;1000;4;1;1711801813;1712464702;0
LTE;218;3;41;2727425;-1;18.4106;43.8557;1000;2;1;1711802083;1712464702;0
LTE;218;3;41;2560771;-1;18.4106;43.8556;1000;1;1;1711802392;1711802392;0
UMTS;218;3;40;226662;505;18.4108;43.8555;1000;2;1;1711802903;1712464702;0
LTE;218;3;41;2727427;-1;18.4052;43.8559;1000;7;1;1711803040;1712464702;0
LTE;218;3;41;2560773;-1;18.3958;43.855;1000;13;1;1711803095;1712464702;0
LTE;218;3;41;2582788;-1;18.3858;43.8529;1000;11;1;1711803224;1712464702;0
LTE;218;3;41;2682369;-1;18.3739;43.8507;1000;19;1;1711803291;1712464702;0
LTE;218;3;41;2618627;-1;18.3554;43.8476;1000;26;1;1711803400;1712464702;0
LTE;218;3;41;2563334;-1;18.3423;43.8456;1000;12;1;1711803547;1712464702;0
LTE;218;3;41;2747906;-1;18.335;43.8448;1000;8;1;1711803599;1712464702;0
LTE;218;3;41;2607362;-1;18.3268;43.8438;1000;13;1;1711803672;1712464702;0
LTE;218;3;41;2653697;-1;18.3196;43.8459;1000;9;1;1711803829;1712464703;0
LTE;218;3;41;2607363;-1;18.3121;43.8485;1000;11;1;1711803915;1712464703;0
LTE;218;3;41;2658307;-1;18.2969;43.8574;1158;30;1;1711803981;1712464703;0
LTE;218;3;41;2747907;-1;18.2843;43.8694;1000;20;1;1711804160;1712464703;0
LTE;218;3;41;2653444;-1;18.2961;43.8794;1000;6;1;1711804391;1712464703;0
LTE;218;3;41;2748419;-1;18.2974;43.8797;1000;2;1;1711804652;1712464703;0
UMTS;218;3;40;208551;446;18.2974;43.8798;1000;1;1;1711804695;1711804695;0
LTE;218;3;11;2605058;-1;17.8149;43.34;1000;18;1;1711968896;1712464703;0
LTE;218;3;11;2562308;-1;17.8167;43.3405;1000;1;1;1711968876;1711968876;0
LTE;218;3;11;2605057;-1;17.8151;43.3424;1000;21;1;1711968916;1712464703;0
LTE;218;3;11;2561537;-1;17.8143;43.3431;1000;4;1;1711969157;1712464703;0
LTE;218;3;11;2594561;-1;17.8129;43.344;1000;8;1;1711969469;1712464703;0
LTE;218;3;11;2560514;-1;17.8122;43.3438;1000;1;1;1711969731;1711969731;0
UMTS;218;3;10;216724;232;17.8122;43.3438;1000;1;1;1711969751;1711969751;0
LTE;218;3;11;2605059;-1;17.8126;43.3432;1000;5;1;1711970053;1712464703;0
LTE;218;3;11;2567937;-1;17.8155;43.3391;1000;1;1;1711970939;1711970939;0
LTE;218;3;11;2594817;-1;17.8803;43.2655;1000;1;1;1711975432;1711975432;0
UMTS;218;3;60;287354;3;17.5929;43.8456;1000;1;1;1712037465;1712037465;0
UMTS;218;5;20;656441;208;17.196;44.7861;1000;1;1;1712056761;1712056761;0
UMTS;218;5;20;686441;208;17.196;44.7861;1000;1;1;1712056781;1712056781;0
LTE;218;90;4061;133045;0;18.038;44.6926;872;35;1;1712932586;1739856306;0
GSM;218;5;5;2472;-1;16.1333;44.332;1396;10;1;1683444145;1713986402;0
GSM;218;5;15;2472;-1;16.0969;44.2993;2683;196;1;1714266693;1714325946;0
GSM;218;90;2;23100;-1;16.1598;44.3307;1774;133;1;1714266296;1714314855;0
GSM;218;5;3330;25992;-1;16.1586;44.3206;2011;14;1;1714267908;1714303841;0
GSM;218;90;15;2472;-1;16.127;44.3132;1000;3;1;1714270852;1714290760;0
GSM;218;5;1410;5391;-1;16.1185;44.3175;1000;1;1;1714271279;1714271279;0
GSM;218;90;2;20978;-1;16.1587;44.3352;2287;108;1;1714271397;1714315388;0
GSM;218;5;3330;45391;-1;16.1147;44.3129;1000;1;1;1714272328;1714272328;0
GSM;218;90;2;23101;-1;16.1536;44.3314;2265;6;1;1714273529;1714310476;0
GSM;218;90;3330;25992;-1;16.1423;44.3159;1000;11;1;1714273426;1714294030;0
GSM;218;5;15;4603;-1;16.1659;44.3211;1467;147;1;1714274966;1714316223;0
GSM;218;5;15;9051;-1;16.1516;44.3271;1787;17;1;1714275395;1714309150;0
GSM;218;3;50;2994;-1;16.1432;44.3164;1000;22;1;1714276057;1714297215;0
GSM;218;3;3330;25992;-1;16.1488;44.3116;1000;7;1;1714276076;1714297086;0
GSM;218;5;12150;5760;-1;16.1513;44.3262;2028;3;1;1714279395;1714309208;0
GSM;218;5;15;5942;-1;16.1588;44.3326;1000;11;1;1714280051;1714309685;0
GSM;218;5;1410;5402;-1;16.1613;44.3307;1000;8;1;1714282986;1714308787;0
GSM;218;5;15;5943;-1;16.1508;44.335;1000;2;1;1714283359;1714303443;0
UMTS;218;5;53;2026962;398;19.2606;44.787;1000;21;1;1714367092;1729352054;0
UMTS;218;5;53;2013311;203;19.2244;44.7589;1571;32;1;1714367121;1716991697;0
UMTS;218;5;53;1986984;337;19.2375;44.7666;1000;2;1;1714367141;1714420261;0
UMTS;218;5;53;1979374;294;19.2349;44.7658;1000;5;1;1714367151;1714420261;0
UMTS;218;5;53;1979376;292;19.2308;44.7636;1000;6;1;1714367174;1714420261;0
UMTS;218;5;53;2002984;214;19.2372;44.7706;2666;18;1;1714367222;1729352054;0
UMTS;218;5;53;2002983;216;19.2222;44.7601;1000;12;1;1714367264;1716991697;0
UMTS;218;5;53;2002986;216;19.2229;44.76;1000;17;1;1714367296;1716991697;0
UMTS;218;5;53;1988366;64;19.2202;44.7582;1000;6;1;1714367347;1716991697;0
UMTS;218;5;53;2016172;392;19.2188;44.7572;1000;61;1;1714367559;1716991697;0
UMTS;218;5;53;1974227;438;19.2168;44.7575;1000;11;1;1714367895;1716991697;0
UMTS;218;5;53;1974222;438;19.2166;44.7572;1000;7;1;1714368017;1714420263;0
UMTS;218;5;53;1996172;61;19.2185;44.7569;1000;11;1;1714368630;1716991697;0
UMTS;218;5;53;1970271;441;19.2162;44.7572;1000;15;1;1714369525;1716991697;0
UMTS;218;5;53;2016173;153;19.2148;44.7569;1000;57;1;1714369985;1716991697;0
UMTS;218;5;53;1974229;440;19.2174;44.7573;1000;8;1;1714370874;1716991697;0
UMTS;218;5;53;1974226;437;19.2181;44.7571;1000;2;1;1714372553;1714420262;0
UMTS;218;5;53;1996175;61;19.2189;44.757;1000;12;1;1714372563;1716991697;0
UMTS;218;5;53;1974224;440;19.2174;44.7572;1000;4;1;1714373346;1714420263;0
UMTS;218;5;53;1974225;441;19.216;44.7569;1000;6;1;1714373544;1714420263;0
UMTS;218;5;53;1996173;59;19.2153;44.7562;1000;16;1;1714373583;1716991696;0
GSM;218;5;9;92;-1;19.2175;44.7554;1000;3;1;1714374031;1716991697;0
GSM;218;5;9;17233;-1;19.2175;44.7554;1000;3;1;1714374031;1716991697;0
UMTS;218;5;53;2013313;403;19.2189;44.7554;1000;7;1;1714374061;1716991697;0
GSM;218;5;9;93;-1;19.2163;44.7555;1000;1;1;1714374061;1714374061;0
UMTS;218;5;53;1997293;484;19.2175;44.7548;1000;14;1;1714374071;1716991696;0
LTE;218;5;530;232194;-1;19.216;44.7558;1000;2;1;1714374101;1714420262;0
UMTS;218;5;53;1996176;59;19.2152;44.7569;1000;16;1;1714374892;1716991697;0
UMTS;218;5;53;1997296;484;19.2187;44.7548;1000;14;1;1714375657;1716991697;0
UMTS;218;5;53;1972994;399;19.2144;44.756;1000;4;1;1714375914;1714420262;0
UMTS;218;5;53;1987384;278;19.2102;44.7558;1000;2;1;1714376348;1714420262;0
UMTS;218;5;53;1996742;150;19.2097;44.756;1000;4;1;1714376397;1716991696;0
UMTS;218;5;53;1987381;278;19.2078;44.7565;1000;18;1;1714376417;1716991696;0
UMTS;218;5;53;1996741;378;19.2072;44.7572;1000;13;1;1714376658;1716991696;0
LTE;218;5;530;23555;-1;19.2068;44.757;1000;2;1;1714377138;1714420262;0
UMTS;218;5;53;2004453;58;19.2089;44.7572;1000;8;1;1714377357;1716991696;0
UMTS;218;5;53;1991813;250;19.211;44.7591;1000;6;1;1714377487;1714420262;0
UMTS;218;5;53;2004451;56;19.2122;44.7605;1000;3;1;1714377697;1716991696;0
UMTS;218;5;53;1991811;248;19.2118;44.7616;1000;5;1;1714377854;1716991696;0
LTE;218;5;530;232193;-1;19.212;44.7614;1000;4;1;1714377894;1716991696;0
UMTS;218;5;53;1991814;248;19.2122;44.7614;1000;13;1;1714377966;1716991696;0
GSM;218;5;9;16582;-1;19.2095;44.7631;1000;5;1;1714378276;1716991696;0
GSM;218;5;9;14562;-1;19.2081;44.7633;1000;2;1;1714378276;1716991696;0
GSM;218;5;9;16583;-1;19.2083;44.763;1000;9;1;1714378276;1716991696;0
UMTS;218;5;53;1982663;271;19.2074;44.7627;1000;13;1;1714378374;1716991696;0
UMTS;218;5;53;1987104;227;19.2061;44.7628;1000;1;1;1714378660;1714378660;0
UMTS;218;5;53;1987103;229;19.2061;44.7627;1000;2;1;1714380402;1716991696;0
UMTS;218;5;53;1987101;227;19.2069;44.7626;1000;11;1;1714380421;1716991696;0
UMTS;218;5;53;2012663;271;19.2089;44.7632;1000;8;1;1714380591;1716991696;0
UMTS;218;5;53;1991815;249;19.2146;44.7597;1000;9;1;1714381046;1716991697;0
UMTS;218;5;53;1988365;62;19.2211;44.7554;1000;7;1;1714382408;1716991696;0
LTE;218;5;530;24846;-1;19.2212;44.7554;1000;2;1;1714382418;1716991696;0
UMTS;218;5;53;1983314;203;19.2208;44.7553;1000;6;1;1714382838;1716991697;0
UMTS;218;5;53;1983316;403;19.2177;44.7541;1000;2;1;1714383788;1714420263;0
UMTS;218;5;53;1974223;439;19.2155;44.7564;1000;3;1;1714384068;1716991696;0
UMTS;218;5;53;1974228;439;19.2156;44.7567;1000;4;1;1714384278;1716991696;0
UMTS;218;5;53;1974221;437;19.2157;44.757;1000;1;1;1714385471;1714385471;0
UMTS;218;5;53;1988361;63;19.2202;44.7581;1000;3;1;1714386232;1714420263;0
UMTS;218;5;53;1988363;64;19.2202;44.758;1000;3;1;1714386254;1714420263;0
UMTS;218;5;53;2016171;397;19.2181;44.7597;1000;7;1;1714386828;1716991697;0
UMTS;218;5;53;2017792;124;19.2254;44.7656;1000;20;1;1714387331;1716991696;0
UMTS;218;5;53;2017791;322;19.2254;44.7692;1000;11;1;1714387391;1716991696;0
UMTS;218;5;53;2017745;138;19.2256;44.773;1000;11;1;1714387446;1716991697;0
UMTS;218;5;53;1987015;210;19.2293;44.778;1000;26;1;1714387497;1716991697;0
UMTS;218;5;53;1987011;209;19.2347;44.7812;1000;6;1;1714387561;1714420263;0
UMTS;218;5;53;1989843;234;19.239;44.7862;1000;13;1;1714387633;1729352053;0
UMTS;218;5;53;2006962;17;19.2411;44.7889;1000;13;1;1714387673;1729352053;0
UMTS;218;5;53;2006963;18;19.2455;44.7934;1000;22;1;1714387693;1729352053;0
UMTS;218;5;53;2026961;364;19.2482;44.7957;867;50;1;1714387703;1729352054;0
LTE;218;5;530;91651;-1;19.248;44.7957;1000;5;1;1714387723;1714420263;0
UMTS;218;5;53;1999345;9;19.2577;44.8036;500;27;1;1714387783;1729352054;0
UMTS;218;5;53;2019341;208;19.2703;44.8181;9641;50;1;1714387853;1729352055;0
UMTS;218;5;53;1999346;328;19.269;44.8138;1250;24;1;1714387943;1729352055;0
UMTS;218;5;53;2003926;264;19.2914;44.8319;1086;22;1;1714388023;1729352055;0
UMTS;218;5;53;2003924;361;19.3023;44.846;1053;21;1;1714388165;1726935981;0
UMTS;218;5;53;1996755;37;19.3314;44.8831;3787;37;1;1714388243;1729352055;0
UMTS;218;5;53;2010436;503;19.3201;44.8574;1003;24;1;1714388255;1729352055;0
UMTS;218;5;53;1996752;37;19.3319;44.8823;1000;8;1;1714388463;1734189371;0
LTE;218;5;530;153861;-1;19.3326;44.8839;1000;7;1;1714388483;1724513775;0
UMTS;218;5;53;1987471;330;19.3166;44.8981;1160;22;1;1714388513;1734189372;0
UMTS;218;5;53;1996751;324;19.3223;44.8961;2624;20;1;1714388523;1734189372;0
UMTS;218;5;53;1987474;330;19.3237;44.8956;1439;21;1;1714388633;1734189372;0
UMTS;218;5;53;1996754;324;19.3165;44.9;2255;23;1;1714388753;1734189371;0
GSM;218;5;9;671;-1;19.3232;44.9222;1884;50;1;1714388783;1734189372;0
UMTS;218;5;53;1987473;332;19.3014;44.9057;1114;25;1;1714388812;1734189372;0
UMTS;218;5;53;1987476;332;19.298;44.909;893;37;1;1714389230;1734189372;0
LTE;218;5;530;57095;-1;19.3012;44.9049;1000;13;1;1714389251;1734189372;0
GSM;218;5;9;11941;-1;19.3206;44.9218;1897;50;1;1714389590;1734189372;0
GSM;218;5;9;14351;-1;19.3333;44.9219;3250;34;1;1714389600;1729352056;0
GSM;218;5;9;7841;-1;19.3262;44.922;1815;29;1;1714389640;1729352056;0
UMTS;218;5;51;2682223;196;18.3445;43.835;1000;11;1;1715416764;1719651373;0
GSM;218;5;13;10283;-1;17.629;45.1851;9545;200;1;1716136681;1716157087;0
GSM;218;5;13;4943;-1;17.5857;45.1974;4205;10;1;1716136919;1716156921;0
GSM;218;90;1210;14261;-1;18.0313;45.1844;1000;5;1;1716137915;1716157875;0
UMTS;218;5;53;1989881;209;19.2884;44.8284;1000;6;1;1716868675;1729352053;0
GSM;218;5;9;7842;-1;19.2813;44.8234;1000;18;1;1716868687;1716991695;0
GSM;218;5;9;3261;-1;19.2764;44.8201;1522;15;1;1716868707;1726935979;0
GSM;218;5;9;7843;-1;19.2791;44.8218;1000;18;1;1716868707;1716991695;0
GSM;218;5;9;11942;-1;19.2802;44.8228;1000;4;1;1716868725;1716991695;0
LTE;218;5;530;115207;-1;19.2817;44.8238;1000;15;1;1716868740;1729352053;0
UMTS;218;5;53;2023923;264;19.2739;44.8178;1000;13;1;1716868778;1729352055;0
UMTS;218;5;53;1990032;278;19.2653;44.8119;1000;4;1;1716868841;1716991695;0
UMTS;218;5;53;1999343;328;19.2644;44.8105;1000;20;1;1716868857;1729352055;0
UMTS;218;5;53;1999342;9;19.2546;44.8009;531;31;1;1716868937;1729352053;0
UMTS;218;5;53;2026963;350;19.2396;44.7868;1000;22;1;1716869081;1729352054;0
UMTS;218;5;53;1982661;41;19.2256;44.7742;1000;2;1;1716869232;1716991695;0
GSM;218;5;9;21662;-1;19.2253;44.7725;1000;5;1;1716869242;1716991696;0
GSM;218;5;9;16581;-1;19.2253;44.7725;1000;5;1;1716869242;1716991696;0
UMTS;218;5;53;2017742;138;19.2253;44.7706;1000;3;1;1716869295;1716991696;0
UMTS;218;5;53;1988362;62;19.2205;44.7551;1000;3;1;1716871751;1716991696;0
UMTS;218;5;53;1997294;485;19.2205;44.7553;1000;2;1;1716872101;1716991697;0
LTE;218;5;530;24577;-1;19.22;44.7551;1000;5;1;1716872531;1716991697;0
UMTS;218;5;53;1983313;403;19.2177;44.754;1000;1;1;1716872761;1716872761;0
UMTS;218;5;53;2004452;57;19.2151;44.7567;1000;1;1;1716873260;1716873260;0
GSM;218;5;9;91;-1;19.2107;44.7625;1000;1;1;1716876432;1716876432;0
GSM;218;5;9;10811;-1;19.2058;44.7629;1000;1;1;1716878248;1716878248;0
LTE;218;5;530;93701;-1;19.2061;44.7627;1000;1;1;1716878699;1716878699;0
UMTS;218;5;53;2012666;271;19.2095;44.7633;1000;1;1;1716879221;1716879221;0
UMTS;218;5;53;1991816;250;19.211;44.759;1000;5;1;1716879858;1716991696;0
UMTS;218;5;53;2004456;58;19.2092;44.7584;1000;3;1;1716880128;1716991696;0
UMTS;218;5;53;1996744;378;19.2086;44.7582;1000;1;1;1716880198;1716880198;0
GSM;218;5;9;17231;-1;19.2216;44.757;1000;2;1;1716883404;1716991697;0
UMTS;218;5;53;1996171;60;19.2199;44.7599;1000;1;1;1716887325;1716887325;0
LTE;218;5;530;23303;-1;19.2155;44.7572;1000;1;1;1716890806;1716890806;0
UMTS;218;5;53;1988364;63;19.2217;44.7584;1000;8;1;1716891488;1716991697;0
UMTS;218;5;53;1997795;3;19.2254;44.7661;1000;8;1;1716892498;1716991697;0
UMTS;218;5;53;1997794;27;19.2254;44.7701;1000;6;1;1716892568;1716991697;0
UMTS;218;5;53;1988345;5;19.2266;44.7752;1000;2;1;1716892650;1716991697;0
UMTS;218;5;53;1987014;209;19.2346;44.7811;1000;6;1;1716892704;1716991697;0
UMTS;218;5;53;1989846;234;19.2389;44.7863;1000;12;1;1716892780;1729352054;0
UMTS;218;5;53;2006965;17;19.2418;44.7896;1000;4;1;1716892800;1716991697;0
UMTS;218;5;53;2006966;18;19.2493;44.7964;1000;24;1;1716892826;1716991697;0
UMTS;218;5;53;2010435;505;19.3289;44.8659;1000;12;1;1716893467;1729352055;0
GSM;218;5;9;1331;-1;19.2974;44.9146;1000;11;1;1716894475;1722088039;0
GSM;218;5;9;14751;-1;19.2977;44.9141;1000;15;1;1716894492;1722088039;0
GSM;218;5;16;6394;-1;18.2988;45.0338;7536;25;1;1718968266;1722206701;0
GSM;218;5;16;12961;-1;18.2998;45.0249;1000;21;1;1718968266;1719046323;0
UMTS;218;3;30;207879;152;18.3085;45.0165;2466;50;1;1718968566;1735964890;0
LTE;218;3;31;2581762;-1;18.3137;44.9939;1000;6;1;1718968576;1719046324;0
LTE;218;3;31;2814978;-1;18.3078;44.9915;1000;8;1;1718968606;1719046323;0
LTE;218;3;31;2627076;-1;18.2747;44.9724;1908;47;1;1718968706;1719046324;0
LTE;218;3;31;2733825;-1;18.2887;44.9759;1000;4;1;1718968736;1719046324;0
LTE;218;3;31;2693634;-1;18.2471;44.9688;1000;5;1;1718968916;1719046324;0
LTE;218;3;31;2797057;-1;18.2279;44.9629;1607;47;1;1718968926;1735964889;0
LTE;218;3;31;2797059;-1;18.203;44.9398;1717;43;1;1718969076;1719046324;0
LTE;218;3;71;2762753;-1;18.1527;44.932;2899;69;1;1718969266;1719046325;0
LTE;218;3;71;2762755;-1;18.1055;44.9148;2511;64;1;1718969576;1719046325;0
LTE;218;3;71;2762754;-1;18.0791;44.8659;4012;62;1;1718969816;1719046382;0
LTE;218;3;71;2681348;-1;18.0674;44.8574;2309;53;1;1718969976;1719046382;0
LTE;218;3;31;2750467;-1;18.0625;44.8392;4050;19;1;1718970056;1719046382;0
LTE;218;3;71;2669057;-1;18.0547;44.8134;2224;48;1;1718970266;1719046382;0
LTE;218;3;71;2746113;-1;18.0675;44.8292;1000;5;1;1718970276;1719046382;0
UMTS;218;3;70;208558;146;18.0525;44.8147;1000;13;1;1718970376;1719046382;0
LTE;218;3;71;2746114;-1;18.0437;44.7897;1000;9;1;1718970506;1719046382;0
LTE;218;3;71;2669060;-1;18.0432;44.7727;2507;57;1;1718970516;1719046383;0
LTE;218;3;71;2669059;-1;18.0609;44.7567;1180;31;1;1718970796;1719046383;0
LTE;218;3;71;2669058;-1;18.0872;44.7532;1000;32;1;1718970936;1719046383;0
LTE;218;3;71;2636035;-1;18.0948;44.7447;1000;13;1;1718971076;1719046383;0
LTE;218;3;71;2771973;-1;18.0951;44.7436;1000;2;1;1718971116;1719046383;0
LTE;218;3;71;2576129;-1;18.0881;44.7371;1000;22;1;1718971146;1719046383;0
LTE;218;3;71;2576132;-1;18.0796;44.7307;1000;11;1;1718971286;1719046383;0
LTE;218;3;71;2623233;-1;18.0779;44.7277;1000;4;1;1718971356;1719046383;0
LTE;218;3;71;2623235;-1;18.078;44.727;1000;3;1;1718971376;1719046383;0
LTE;218;3;71;2623234;-1;18.0796;44.7263;1000;17;1;1718971386;1719046383;0
GSM;218;5;9;16991;-1;19.1456;44.467;1000;8;1;1719379734;1719433748;0
GSM;218;5;9;3902;-1;19.1452;44.466;1000;5;1;1719379745;1719433748;0
UMTS;218;5;50;1983071;389;19.1492;44.4487;1824;11;1;1719379764;1719433748;0
UMTS;218;5;50;1983074;389;19.1397;44.4564;1409;61;1;1719379784;1719651387;0
UMTS;218;5;50;1991031;145;19.144;44.4368;2694;39;1;1719379892;1719651387;0
LTE;218;5;500;125953;-1;19.1524;44.4406;1000;4;1;1719379943;1719433748;0
UMTS;218;5;50;1991034;145;19.1505;44.4317;1000;13;1;1719380002;1719433748;0
UMTS;218;5;50;2010171;265;19.1419;44.4211;1560;26;1;1719380046;1719651386;0
GSM;218;5;1;1521;-1;19.1434;44.4088;1000;16;1;1719380161;1719433749;0
GSM;218;5;1;14093;-1;19.1416;44.4085;1000;17;1;1719380161;1719433749;0
UMTS;218;5;50;2010172;467;19.1242;44.4112;1000;15;1;1719380287;1719651386;0
UMTS;218;5;50;1991032;146;19.1273;44.4038;1000;1;1;1719380321;1719380321;0
UMTS;218;5;50;1985081;10;19.1247;44.4067;1000;12;1;1719380382;1719651386;0
LTE;218;5;500;109057;-1;19.1263;44.4035;1000;1;1;1719380683;1719380683;0
UMTS;218;5;50;1985084;10;19.1241;44.4061;1000;14;1;1719380856;1719433749;0
UMTS;218;5;50;2010175;467;19.124;44.4079;1000;1;1;1719381569;1719381569;0
UMTS;218;5;50;1985086;230;19.1193;44.4053;1000;3;1;1719381639;1719433749;0
UMTS;218;5;50;1985082;227;19.1103;44.3978;1001;36;1;1719381649;1719651386;0
UMTS;218;5;50;1990063;143;19.1057;44.391;1000;16;1;1719381801;1719651386;0
UMTS;218;5;50;1969701;195;19.1052;44.3866;1000;4;1;1719381829;1719433749;0
UMTS;218;5;50;1997744;53;19.1077;44.3933;1000;6;1;1719381852;1719651386;0
UMTS;218;5;50;1969702;196;19.1052;44.3838;1000;7;1;1719381879;1719433749;0
UMTS;218;5;50;1990064;141;19.105;44.3852;1000;2;1;1719381975;1719433749;0
UMTS;218;5;50;2009092;187;19.1043;44.3809;1000;3;1;1719382113;1719433749;0
UMTS;218;5;50;1980462;335;19.1027;44.3786;1000;4;1;1719382133;1719433749;0
LTE;218;5;500;26115;-1;19.1036;44.3704;1000;10;1;1719382205;1719651386;0
